,node1,node2,label
56377,676|677.676,675|676.677.676,3007
56378,676|677.676,666|676.677,1994
56379,676|677.676,686|676.677,478
56380,668|667.666,678|668.667,2225
56381,668|667.666,669|668.667,2034
56382,648|658.668,658|648.658.668,1997
56383,648|658.668,638|648.658,1316
56384,648|658.668,647|648,2229
56385,648|658.668,649|648.658,3067
56386,658|657.647,657|658.657.647,2038
56387,658|657.647,668|658.657,2031
56388,658|657.647,648|658.657,3877
56389,658|657.647,659|658.657,1998
56390,658|657.658,657|658.657.658,2038
56391,658|657.658,648|658.657.658,3877
56392,658|657.658,659|658.657,1998
56393,658|657.658,668|658.657,2031
56394,671|672.671,661|671.672.671,3180
56395,671|672.671,670|671.672,2224
56396,671|672.671,672|671.672,2220
56397,671|672.671,681|671.672,2720
56398,660|650.660,670|660.650.660,2005
56399,660|650.660,650|660,2035
56400,660|650.660,661|660.650,2070
56401,660|650.660,669|660,2001
56402,651|641.640,650|651.641.640,2497
56403,651|641.640,661|651.641.640,2065
56404,651|641.640,641|651.641,2064
56405,651|641.640,652|651.641,3595
56406,651|661.651,652|651.661.651,3595
56407,651|661.651,641|651.661.651,2064
56408,651|661.651,661|651.661.651,2065
56409,651|661.651,650|651,2497
56410,660|670.679,650|660.670.679,2035
56411,660|670.679,661|660.670.679,2070
56412,660|670.679,669|660.670,2001
56413,660|670.679,670|660,2005
56414,640|630.639,650|640.630.639,2719
56415,640|630.639,630|640,2060
56416,640|630.639,641|640,2062
56417,640|630.639,649|640.630,3636
56418,639|649.659,649|639.649.659,1318
56419,639|649.659,630|639.649,2495
56420,639|649.659,638|639,2494
56421,639|649.659,629|639,1325
56422,639|638.637,649|639.638.637,1318
56423,639|638.637,638|639.638,2494
56424,639|638.637,629|639,1325
56425,639|638.637,630|639.638,2495
56426,639|629.639,649|639.629.639,1318
56427,639|629.639,630|639.629,2495
56428,639|629.639,629|639.629,1325
56429,639|629.639,638|639.629,2494
56430,640|649.648,649|640.649.648,3636
56431,640|649.648,650|640.649.648,2719
56432,640|649.648,641|640.649.648,2062
56433,640|649.648,630|640,2060
56434,642|632.622,641|642.632.622,3859
56435,642|632.622,652|642.632.622,2212
56436,642|632.622,643|642.632.622,2214
56437,642|632.622,632|642.632,2215
56438,651|661.662,641|651.661.662,2064
56439,651|661.662,650|651,2497
56440,651|661.662,652|651.661,3595
56441,651|661.662,661|651,2065
56442,620|610.620,630|620.610.620,2058
56443,620|610.620,610|620.610,1305
56444,620|610.620,621|620.610,819
56445,620|610.620,629|620,2051
56446,619|618.608,610|619.618.608,654
56447,619|618.608,629|619,817
56448,619|618.608,618|619,3864
56449,619|618.608,609|619,2364
56450,628|627.617,629|628.627.617,652
56451,628|627.617,618|628.627,2056
56452,628|627.617,638|628.627,2054
56453,628|627.617,627|628.627,2362
56454,620|621.611,629|620.621.611,2051
56455,620|621.611,621|620.621.611,819
56456,620|621.611,610|620,1305
56457,620|621.611,630|620,2058
56458,661|671.661,651|661.671.661,3798
56459,661|671.661,671|661.671.661,2219
56460,661|671.661,660|661.671,2068
56461,661|671.661,662|661.671,2066
56462,652|651.641,651|652.651.641,3177
56463,652|651.641,662|652.651.641,3596
56464,652|651.641,642|652.651,2213
56465,652|651.641,653|652.651,3173
56466,630|620.610,640|630.620.610,2059
56467,630|620.610,631|630.620.610,2496
56468,630|620.610,639|630,3834
56469,630|620.610,620|630,2061
56470,642|632.642,641|642.632.642,3859
56471,642|632.642,652|642.632.642,2212
56472,642|632.642,643|642.632,2214
56473,642|632.642,632|642.632,2215
56474,639|638.648,630|639.638.648,2495
56475,639|638.648,638|639.638,2494
56476,639|638.648,629|639,1325
56477,639|638.648,649|639.638,1318
56478,620|629.639,630|620.629.639,2058
56479,620|629.639,629|620,2051
56480,620|629.639,610|620,1305
56481,620|629.639,621|620.629,819
56482,620|610.600,621|620.610.600,819
56483,620|610.600,610|620.610,1305
56484,620|610.600,630|620.610,2058
56485,620|610.600,629|620,2051
56486,631|641.642,621|631.641.642,821
56487,631|641.642,641|631.641,2217
56488,631|641.642,632|631.641,3832
56489,631|641.642,630|631.641,3572
56490,631|630.640,632|631.630.640,3832
56491,631|630.640,641|631.630,2217
56492,633|643.653,632|633.643.653,3555
56493,633|643.653,623|633.643.653,3561
56494,633|643.653,643|633.643,3557
56495,633|643.653,634|633.643,3882
56496,633|643.633,632|633.643.633,3555
56497,633|643.633,643|633.643.633,3557
56498,633|643.633,623|633,3561
56499,633|643.633,634|633.643,3882
56500,633|632.642,632|633.632.642,3555
56501,633|632.642,643|633.632.642,3557
56502,633|632.642,634|633.632,3882
56503,633|632.642,623|633,3561
56504,642|643.653,632|642.643.653,2215
56505,642|643.653,643|642.643,2214
56506,642|643.653,641|642.643,3859
56507,642|643.653,652|642.643,2212
56508,642|643.644,632|642.643.644,2215
56509,642|643.644,652|642.643.644,2212
56510,642|643.644,643|642.643,2214
56511,642|643.644,641|642.643,3859
56512,642|632.631,652|642.632.631,2212
56513,642|632.631,641|642.632.631,3859
56514,642|632.631,632|642.632.631,2215
56515,642|632.631,643|642.632,2214
56516,642|652.642,652|642.652.642,2212
56517,642|652.642,643|642.652.642,2214
56518,642|652.642,641|642.652.642,3859
56519,642|652.642,632|642.652.642,2215
56520,653|643.644,652|653.643.644,3176
56521,653|643.644,654|653.643.644,3633
56522,653|643.644,663|653.643,3174
56523,653|643.644,643|653.643,3559
56524,653|654.655,652|653.654.655,3176
56525,653|654.655,663|653.654,3174
56526,653|654.655,654|653.654,3633
56527,653|654.655,643|653.654,3559
56528,662|672.673,652|662.672.673,3172
56529,662|672.673,672|662.672.673,3371
56530,662|672.673,661|662.672,2067
56531,662|672.673,663|662.672,2071
56532,653|652.642,643|653.652.642,3559
56533,653|652.642,654|653.652.642,3633
56534,653|652.642,652|653,3176
56535,653|652.642,663|653.652,3174
56536,653|652.662,643|653.652.662,3559
56537,653|652.662,652|653.652.662,3176
56538,653|652.662,654|653,3633
56539,653|652.662,663|653.652,3174
56540,644|654.664,643|644.654.664,2210
56541,644|654.664,654|644,3895
56542,644|654.664,634|644.654,3881
56543,644|654.664,645|644.654,3837
56544,642|641.640,643|642.641.640,2214
56545,642|641.640,632|642.641,2215
56546,642|641.640,641|642.641,3859
56547,642|641.640,652|642.641,2212
56548,651|641.642,641|651.641.642,2064
56549,651|641.642,650|651.641.642,2497
56550,651|641.642,652|651.641.642,3595
56551,651|641.642,661|651.641,2065
56552,640|650.651,641|640.650.651,2062
56553,640|650.651,650|640,2719
56554,640|650.651,630|640,2060
56555,640|650.651,649|640.650,3636
56556,653|663.662,652|653.663.662,3176
56557,653|663.662,643|653.663.662,3559
56558,653|663.662,654|653,3633
56559,653|663.662,663|653.663,3174
56560,653|652.651,652|653.652.651,3176
56561,653|652.651,654|653.652.651,3633
56562,653|652.651,663|653.652,3174
56563,653|652.651,643|653.652,3559
56564,640|650.659,641|640.650.659,2062
56565,640|650.659,630|640.650.659,2060
56566,640|650.659,649|640.650,3636
56567,640|650.659,650|640,2719
56568,662|661.671,661|662.661.671,2067
56569,662|661.671,672|662.661.671,3371
56570,662|661.671,652|662.661,3172
56571,662|661.671,663|662.661,2071
56572,662|652.662,661|662.652.662,2067
56573,662|652.662,663|662.652.662,2071
56574,662|652.662,672|662.652,3371
56575,662|652.662,652|662.652,3172
56576,671|681.691,661|671.681.691,3180
56577,671|681.691,672|671.681.691,2220
56578,671|681.691,681|671.681,2720
56579,671|681.691,670|671.681,2224
56580,661|660.669,671|661.660.669,2219
56581,661|660.669,662|661.660.669,2066
56582,663|662.652,662|663.662.652,3878
56583,663|662.652,664|663.662.652,2072
56584,663|662.652,673|663.662.652,3800
56585,663|662.652,653|663.662,3175
56586,641|640.650,651|641.640.650,2063
56587,641|640.650,642|641.640,3632
56588,652|662.661,642|652.662.661,2213
56589,652|662.661,662|652.662.661,3596
56590,652|662.661,651|652.662.661,3177
56591,652|662.661,653|652.662,3173
56592,652|662.652,642|652.662.652,2213
56593,652|662.652,662|652.662.652,3596
56594,652|662.652,653|652.662.652,3173
56595,652|662.652,651|652.662,3177
56596,652|662.663,642|652.662.663,2213
56597,652|662.663,662|652.662.663,3596
56598,652|662.663,651|652.662,3177
56599,652|662.663,653|652.662,3173
56600,652|651.652,642|652.651.652,2213
56601,652|651.652,653|652.651.652,3173
56602,652|651.652,651|652.651.652,3177
56603,652|651.652,662|652.651,3596
56604,643|633.623,642|643.633.623,2211
56605,643|633.623,644|643.633.623,3910
56606,643|633.623,653|643.633,3558
56607,643|633.623,633|643.633,3560
56608,643|642.641,642|643.642.641,2211
56609,643|642.641,653|643.642,3558
56610,643|642.641,633|643.642,3560
56611,643|642.641,644|643.642,3910
56612,643|653.663,642|643.653.663,2211
56613,643|653.663,633|643.653,3560
56614,643|653.663,644|643,3910
56615,643|653.663,653|643.653,3558
56616,661|671.672,662|661.671.672,2066
56617,661|671.672,660|661.671.672,2068
56618,661|671.672,651|661,3798
56619,661|671.672,671|661,2219
56620,672|671.670,662|672.671.670,3171
56621,672|671.670,673|672.671.670,2221
56622,672|671.670,682|672.671,2500
56623,672|671.670,671|672.671,2223
56624,663|662.661,662|663.662.661,3878
56625,663|662.661,673|663.662.661,3800
56626,663|662.661,653|663.662,3175
56627,663|662.661,664|663,2072
56628,663|653.643,662|663.653.643,3878
56629,663|653.643,653|663.653.643,3175
56630,663|653.643,673|663.653,3800
56631,663|653.643,664|663,2072
56632,641|631.641,651|641.631.641,2063
56633,641|631.641,640|641.631,2218
56634,641|631.641,631|641.631,3925
56635,641|631.641,642|641.631,3632
56636,663|662.672,653|663.662.672,3175
56637,663|662.672,664|663.662.672,2072
56638,663|662.672,662|663.662.672,3878
56639,663|662.672,673|663.662,3800
56640,663|664.654,653|663.664.654,3175
56641,663|664.654,662|663.664.654,3878
56642,663|664.654,673|663.664.654,3800
56643,663|664.654,664|663.664,2072
56644,654|644.645,653|654.644.645,3634
56645,654|644.645,664|654,3810
56646,654|644.645,655|654,3564
56647,654|644.645,644|654,3894
56648,630|639.629,631|630.639.629,2496
56649,630|639.629,639|630,3834
56650,630|639.629,620|630,2061
56651,630|639.629,640|630.639,2059
56652,632|631.632,631|632.631.632,2216
56653,632|631.632,633|632.631.632,3556
56654,632|631.632,642|632.631.632,3833
56655,632|631.632,622|632.631,3892
56656,632|633.643,631|632.633.643,2216
56657,632|633.643,642|632.633.643,3833
56658,632|633.643,622|632.633,3892
56659,632|633.643,633|632.633,3556
56660,641|642.643,651|641.642.643,2063
56661,641|642.643,640|641.642,2218
56662,641|642.643,631|641.642,3925
56663,641|642.643,642|641.642,3632
56664,649|640.630,640|649.640.630,3637
56665,649|640.630,639|649,3679
56666,649|640.630,659|649.640,3068
56667,649|640.630,648|649,1319
56668,659|649.640,649|659.649.640,2228
56669,659|649.640,658|659.649,2037
56670,659|649.640,669|659.649,1999
56671,659|649.640,650|659.649,3368
56672,652|642.643,642|652.642.643,2213
56673,652|642.643,653|652.642.643,3173
56674,652|642.643,651|652.642.643,3177
56675,652|642.643,662|652.642,3596
56676,652|651.661,642|652.651.661,2213
56677,652|651.661,651|652.651.661,3177
56678,652|651.661,662|652.651,3596
56679,652|651.661,653|652.651,3173
56680,659|658.668,650|659.658.668,3368
56681,659|658.668,669|659.658,1999
56682,659|658.668,658|659.658,2037
56683,659|658.668,649|659,2228
56684,640|630.631,650|640.630.631,2719
56685,640|630.631,641|640,2062
56686,640|630.631,630|640,2060
56687,640|630.631,649|640.630,3636
56688,651|652.662,661|651.652.662,2065
56689,651|652.662,652|651.652.662,3595
56690,651|652.662,650|651,2497
56691,651|652.662,641|651.652,2064
56692,662|661.662,661|662.661.662,2067
56693,662|661.662,652|662.661,3172
56694,662|661.662,663|662.661,2071
56695,662|661.662,672|662.661,3371
56696,631|632.642,641|631.632.642,2217
56697,631|632.642,632|631.632,3832
56698,631|632.642,621|631.632,821
56699,631|632.642,630|631.632,3572
56700,640|630.640,641|640.630.640,2062
56701,640|630.640,630|640,2060
56702,640|630.640,650|640.630,2719
56703,640|630.640,649|640.630,3636
56704,653|654.644,652|653.654.644,3176
56705,653|654.644,663|653.654.644,3174
56706,653|654.644,643|653.654.644,3559
56707,653|654.644,654|653.654,3633
56708,653|643.642,652|653.643.642,3176
56709,653|643.642,654|653.643,3633
56710,653|643.642,643|653.643,3559
56711,653|643.642,663|653.643,3174
56712,653|652.653,652|653.652.653,3176
56713,653|652.653,643|653.652,3559
56714,653|652.653,654|653,3633
56715,653|652.653,663|653.652,3174
56716,662|663.664,661|662.663.664,2067
56717,662|663.664,663|662.663.664,2071
56718,662|663.664,672|662.663,3371
56719,662|663.664,652|662.663,3172
56720,660|650.651,661|660.650.651,2070
56721,660|650.651,669|660,2001
56722,660|650.651,670|660,2005
56723,660|650.651,650|660,2035
56724,671|672.673,661|671.672.673,3180
56725,671|672.673,670|671.672,2224
56726,671|672.673,672|671.672,2220
56727,671|672.673,681|671.672,2720
56728,664|674.675,663|664.674.675,3801
56729,664|674.675,665|664.674,2073
56730,664|674.675,654|664,3809
56731,664|674.675,674|664,3004
56732,662|652.642,663|662.652.642,2071
56733,662|652.642,672|662.652.642,3371
56734,662|652.642,661|662.652.642,2067
56735,662|652.642,652|662.652,3172
56736,662|663.673,663|662.663.673,2071
56737,662|663.673,652|662.663.673,3172
56738,662|663.673,672|662.663,3371
56739,662|663.673,661|662.663,2067
56740,673|672.673,672|673.672.673,2222
56741,673|672.673,663|673.672.673,3799
56742,673|672.673,674|673.672.673,2999
56743,673|672.673,683|673.672,2502
56744,651|652.653,652|651.652.653,3595
56745,651|652.653,641|651.652,2064
56746,651|652.653,661|651.652,2065
56747,651|652.653,650|651,2497
56748,651|650.660,652|651.650.660,3595
56749,651|650.660,661|651.650,2065
56750,653|663.664,652|653.663.664,3176
56751,653|663.664,643|653.663,3559
56752,653|663.664,654|653,3633
56753,653|663.664,663|653.663,3174
56754,662|652.651,652|662.652.651,3172
56755,662|652.651,672|662.652,3371
56756,662|652.651,663|662.652,2071
56757,662|652.651,661|662.652,2067
56758,662|661.660,661|662.661.660,2067
56759,662|661.660,672|662.661,3371
56760,662|661.660,652|662.661,3172
56761,662|661.660,663|662.661,2071
56762,660|670.671,661|660.670.671,2070
56763,660|670.671,670|660.670.671,2005
56764,660|670.671,650|660,2035
56765,660|670.671,669|660.670,2001
56766,672|662.652,662|672.662.652,3171
56767,672|662.652,671|672.662,2223
56768,672|662.652,682|672.662,2500
56769,672|662.652,673|672,2221
56770,654|655.654,653|654.655.654,3634
56771,654|655.654,644|654,3894
56772,654|655.654,655|654.655,3564
56773,654|655.654,664|654.655,3810
56774,663|662.663,653|663.662.663,3175
56775,663|662.663,673|663.662.663,3800
56776,663|662.663,664|663.662.663,2072
56777,663|662.663,662|663.662,3878
56778,663|664.663,653|663.664.663,3175
56779,663|664.663,662|663.664.663,3878
56780,663|664.663,664|663.664,2072
56781,663|664.663,673|663.664,3800
56782,643|633.634,653|643.633.634,3558
56783,643|633.634,633|643.633.634,3560
56784,643|633.634,642|643.633,2211
56785,643|633.634,644|643.633,3910
56786,672|671.672,671|672.671.672,2223
56787,672|671.672,682|672.671.672,2500
56788,672|671.672,662|672.671.672,3171
56789,672|671.672,673|672.671.672,2221
56790,672|662.663,671|672.662.663,2223
56791,672|662.663,682|672.662.663,2500
56792,672|662.663,662|672.662,3171
56793,672|662.663,673|672,2221
56794,669|668.678,660|669.668.678,2000
56795,669|668.678,679|669.668,2003
56796,669|668.678,668|669,2033
56797,669|668.678,659|669,2002
56798,692|682.692,682|692.682.692,3370
56799,692|682.692,693|692.682,1937
56800,692|682.692,702|692.682,2510
56801,692|682.692,691|692.682,1935
56802,672|682.692,671|672.682.692,2223
56803,672|682.692,682|672.682.692,2500
56804,672|682.692,673|672.682,2221
56805,672|682.692,662|672.682,3171
56806,674|675.676,664|674.675.676,3808
56807,674|675.676,673|674.675.676,3807
56808,674|675.676,675|674.675,3001
56809,674|675.676,684|674.675,3000
56810,663|653.654,662|663.653.654,3878
56811,663|653.654,653|663.653,3175
56812,663|653.654,664|663,2072
56813,663|653.654,673|663.653,3800
56814,653|654.664,663|653.654.664,3174
56815,653|654.664,643|653.654.664,3559
56816,653|654.664,654|653.654,3633
56817,653|654.664,652|653.654,3176
56818,653|643.633,663|653.643.633,3174
56819,653|643.633,643|653.643.633,3559
56820,653|643.633,654|653.643,3633
56821,653|643.633,652|653.643,3176
56822,663|653.663,664|663.653.663,2072
56823,663|653.663,653|663.653.663,3175
56824,663|653.663,673|663.653,3800
56825,663|653.663,662|663.653,3878
56826,683|684.685,673|683.684.685,2503
56827,683|684.685,682|683.684.685,2506
56828,683|684.685,684|683.684,2077
56829,683|684.685,693|683.684,2504
56830,663|664.665,673|663.664.665,3800
56831,663|664.665,653|663.664.665,3175
56832,663|664.665,662|663.664,3878
56833,663|664.665,664|663.664,2072
56834,694|684.674,684|694.684.674,3924
56835,694|684.674,693|694.684,2326
56836,694|684.674,704|694,2022
56837,694|684.674,695|694.684,513
56838,685|686.687,675|685.686.687,476
56839,685|686.687,684|685.686,2075
56840,685|686.687,695|685.686,475
56841,685|686.687,686|685,522
56842,656|655.656,655|656.655.656,3366
56843,656|655.656,646|656.655,3835
56844,656|655.656,666|656,1991
56845,656|655.656,657|656.655,2029
56846,652|642.641,662|652.642.641,3596
56847,652|642.641,653|652.642.641,3173
56848,652|642.641,651|652.642.641,3177
56849,652|642.641,642|652.642,2213
56850,654|664.663,655|654.664.663,3564
56851,654|664.663,664|654.664,3810
56852,654|664.663,653|654.664,3634
56853,654|664.663,644|654.664,3894
56854,665|664.654,664|665.664.654,3003
56855,665|664.654,666|665.664,2028
56856,665|664.654,675|665.664,1993
56857,665|664.654,655|665.664,3566
56858,681|680.670,682|681.680.670,3178
56859,681|680.670,691|681.680,2008
56860,683|684.694,693|683.684.694,2504
56861,683|684.694,682|683.684.694,2506
56862,683|684.694,684|683.684.694,2077
56863,683|684.694,673|683.684,2503
56864,674|675.674,684|674.675.674,3000
56865,674|675.674,664|674.675,3808
56866,674|675.674,673|674.675,3807
56867,674|675.674,675|674.675,3001
56868,674|664.663,673|674.664.663,3807
56869,674|664.663,684|674,3000
56870,674|664.663,664|674,3808
56871,674|664.663,675|674.664,3001
56872,673|663.653,674|673.663.653,2999
56873,673|663.653,672|673.663,2222
56874,673|663.653,663|673.663,3799
56875,673|663.653,683|673.663,2502
56876,673|674.675,683|673.674.675,2502
56877,673|674.675,674|673.674.675,2999
56878,673|674.675,663|673.674,3799
56879,673|674.675,672|673.674,2222
56880,675|674.684,674|675.674.684,3806
56881,675|674.684,665|675,3002
56882,675|674.684,685|675.674,2074
56883,675|674.684,676|675.674,477
56884,675|685.675,674|675.685.675,3806
56885,675|685.675,665|675.685.675,3002
56886,675|685.675,676|675.685,477
56887,675|685.675,685|675.685,2074
56888,664|654.655,674|664.654.655,3004
56889,664|654.655,654|664.654,3809
56890,664|654.655,663|664.654,3801
56891,664|654.655,665|664.654,2073
56892,673|663.664,672|673.663.664,2222
56893,673|663.664,683|673.663.664,2502
56894,673|663.664,674|673.663.664,2999
56895,673|663.664,663|673.663,3799
56896,702|692.702,692|702.692.702,1495
56897,702|692.702,703|702.692,2450
56898,702|692.702,701|702.692,1493
56899,702|692.702,712|702.692,1440
56900,684|694.684,694|684.694.684,2508
56901,684|694.684,674|684.694,2078
56902,684|694.684,685|684.694,3005
56903,684|694.684,683|684.694,2076
56904,419|418.419,410|419.418.419,2085
56905,419|418.419,429|419.418,2748
56906,419|418.419,409|419.418,2099
56907,419|418.419,418|419.418,1403
56908,419|418.428,410|419.418.428,2085
56909,419|418.428,429|419.418,2748
56910,419|418.428,418|419.418,1403
56911,419|418.428,409|419.418,2099
56912,410|420.421,419|410.420.421,2746
56913,410|420.421,420|410.420,2543
56914,410|420.421,400|410.420,2086
56915,410|420.421,411|410,2545
56916,380|390.380,390|380.390.380,1393
56917,380|390.380,389|380,1196
56918,380|390.380,381|380.390,1893
56919,380|390.380,370|380.390,1264
56920,439|429.420,430|439.429.420,888
56921,439|429.420,449|439,2082
56922,439|429.420,438|439.429,324
56923,439|429.420,429|439,887
56924,420|430.439,410|420.430.439,2544
56925,420|430.439,421|420,2750
56926,420|430.439,430|420.430,3327
56927,420|430.439,429|420.430,321
56928,400|410.419,410|400.410.419,2834
56929,400|410.419,401|400.410,3308
56930,400|410.419,390|400.410,1395
56931,400|410.419,409|400.410,1401
56932,438|437.447,428|438.437.447,2755
56933,438|437.447,439|438,886
56934,438|437.447,437|438,2696
56935,438|437.447,448|438.437,325
56936,418|408.398,417|418.408.398,2741
56937,418|408.398,419|418.408,2089
56938,418|408.398,428|418.408,2087
56939,418|408.398,408|418.408,1404
56940,407|417.418,417|407.417.418,2752
56941,407|417.418,408|407,1414
56942,407|417.418,406|407,1410
56943,407|417.418,397|407,1423
56944,418|408.409,428|418.408.409,2087
56945,418|408.409,419|418.408,2089
56946,418|408.409,417|418.408,2741
56947,418|408.409,408|418.408,1404
56948,407|406.405,408|407.406.405,1414
56949,407|406.405,417|407.406.405,2752
56950,407|406.405,406|407.406,1410
56951,407|406.405,397|407,1423
56952,409|399.389,408|409.399.389,1406
56953,409|399.389,419|409.399,1402
56954,409|399.389,400|409,2833
56955,409|399.389,399|409,2100
56956,429|420.430,439|429.420.430,323
56957,429|420.430,428|429.420,2745
56958,429|420.430,419|429,2084
56959,429|420.430,420|429.420,322
56960,438|439.429,448|438.439.429,325
56961,438|439.429,428|438.439,2755
56962,438|439.429,439|438.439,886
56963,438|439.429,437|438.439,2696
56964,216|215.205,206|216.215.205,2108
56965,216|215.205,217|216.215.205,2111
56966,216|215.205,226|216.215.205,2154
56967,216|215.205,215|216.215,3295
56968,216|206.205,206|216.206.205,2108
56969,216|206.205,217|216.206,2111
56970,216|206.205,215|216.206,3295
56971,216|206.205,226|216.206,2154
56972,205|215.205,206|205.215.205,3456
56973,205|215.205,215|205.215,2143
56974,205|215.205,204|205,3037
56975,205|215.205,195|205,3548
56976,187|188.198,197|187.188.198,3110
56977,187|188.198,186|187,2251
56978,187|188.198,177|187,2249
56979,187|188.198,188|187,1585
56980,187|188.189,197|187.188.189,3110
56981,187|188.189,188|187,1585
56982,187|188.189,186|187,2251
56983,187|188.189,177|187,2249
56984,226|225.215,216|226.225.215,2171
56985,226|225.215,225|226.225.215,2173
56986,226|225.215,227|226.225.215,3403
56987,226|225.215,236|226.225,2155
56988,215|225.224,216|215.225.224,2153
56989,215|225.224,214|215.225,2144
56990,215|225.224,225|215.225,2270
56991,215|225.224,205|215.225,3036
56992,204|205.204,205|204.205.204,2269
56993,204|205.204,203|204.205.204,3794
56994,204|205.204,214|204.205,2146
56995,204|205.204,194|204,2150
56996,228|227.237,218|228.227.237,2139
56997,228|227.237,227|228,2129
56998,228|227.237,229|228.227,2136
56999,228|227.237,238|228.227,2114
57000,228|229.220,227|228.229.220,2129
57001,228|229.220,218|228,2139
57002,228|229.220,229|228,2136
57003,228|229.220,238|228.229,2114
57004,204|194.195,205|204.194.195,2269
57005,204|194.195,214|204.194.195,2146
57006,204|194.195,203|204.194,3794
57007,204|194.195,194|204.194,2150
57008,224|214.224,214|224.214.224,2273
57009,224|214.224,225|224.214.224,2169
57010,224|214.224,234|224.214.224,3127
57011,224|214.224,223|224,3129
57012,224|223.224,214|224.223.224,2273
57013,224|223.224,234|224.223.224,3127
57014,224|223.224,225|224.223,2169
57015,224|223.224,223|224.223,3129
57016,204|194.193,214|204.194.193,2146
57017,204|194.193,205|204.194.193,2269
57018,204|194.193,194|204.194,2150
57019,204|194.193,203|204.194,3794
57020,206|205.206,216|206.205.206,2107
57021,206|205.206,205|206.205,2142
57022,206|205.206,207|206.205,3602
57023,206|205.206,196|206,2109
57024,224|223.233,225|224.223.233,2169
57025,224|223.233,223|224.223.233,3129
57026,224|223.233,214|224,2273
57027,224|223.233,234|224.223,3127
57028,235|234.224,225|235.234.224,2581
57029,235|234.224,236|235.234,3050
57030,235|234.224,234|235.234,2582
57031,235|234.224,245|235.234,2584
57032,237|236.246,236|237.236.246,3402
57033,237|236.246,238|237.236.246,3479
57034,237|236.246,247|237,3048
57035,237|236.246,227|237,3400
57036,237|227.217,227|237.227.217,3400
57037,237|227.217,238|237.227.217,3479
57038,237|227.217,247|237.227,3048
57039,237|227.217,236|237.227,3402
57040,184|183.182,185|184.183.182,2576
57041,184|183.182,194|184.183.182,3921
57042,184|183.182,183|184.183.182,3119
57043,184|183.182,174|184.183,2283
57044,186|176.177,185|186.176.177,2254
57045,186|176.177,187|186,3109
57046,186|176.177,196|186.176,2579
57047,186|176.177,176|186.176,2252
57048,195|196.206,185|195.196.206,3599
57049,195|196.206,205|195.196.206,2152
57050,195|196.206,194|195.196.206,3455
57051,195|196.206,196|195,3453
57052,175|174.184,176|175.174.184,3421
57053,175|174.184,165|175,1625
57054,175|174.184,174|175.174,2575
57055,175|174.184,185|175,2578
57056,204|203.213,205|204.203.213,2269
57057,204|203.213,214|204.203,2146
57058,204|203.213,203|204.203,3794
57059,204|203.213,194|204.203,2150
57060,193|203.204,194|193.203.204,3405
57061,193|203.204,183|193.203,3737
57062,193|203.204,203|193.203,2265
57063,193|203.204,192|193.203,2263
57064,195|194.204,196|195.194.204,3453
57065,195|194.204,194|195.194,3455
57066,195|194.204,205|195.194,2152
57067,195|194.204,185|195.194,3599
57068,197|198.188,187|197.198.188,1598
57069,197|198.188,196|197,3601
57070,197|198.188,198|197,3116
57071,197|198.188,207|197.198,3459
57072,186|185.195,187|186.185.195,3109
57073,186|185.195,196|186.185,2579
57074,186|185.195,185|186.185,2254
57075,186|185.195,176|186.185,2252
57076,217|216.206,216|217.216.206,3043
57077,217|216.206,207|217.216.206,2131
57078,217|216.206,227|217.216.206,2134
57079,217|216.206,218|217.216,2112
57080,226|236.246,216|226.236.246,2171
57081,226|236.246,227|226,3403
57082,226|236.246,225|226.236,2173
57083,226|236.246,236|226.236,2155
57084,206|216.215,205|206.216.215,2142
57085,206|216.215,207|206.216,3602
57086,206|216.215,216|206.216,2107
57087,206|216.215,196|206.216,2109
57088,206|205.195,205|206.205.195,2142
57089,206|205.195,196|206,2109
57090,206|205.195,216|206.205,2107
57091,206|205.195,207|206.205,3602
57092,217|227.237,207|217.227.237,2131
57093,217|227.237,218|217.227,2112
57094,217|227.237,216|217.227,3043
57095,217|227.237,227|217.227,2134
57096,197|198.197,207|197.198.197,3459
57097,197|198.197,198|197,3116
57098,197|198.197,187|197,1598
57099,187|177.187,197|187.177.187,3110
57100,187|177.187,188|187,1585
57101,187|177.187,177|187.177,2249
57102,187|177.187,186|187,2251
57103,207|197.187,208|207.197.187,3457
57104,207|197.187,217|207.197,2132
57105,207|197.187,206|207,2141
57106,207|197.187,197|207.197,1597
57107,236|237.236,237|236.237.236,3478
57108,236|237.236,235|236.237.236,3049
57109,236|237.236,246|236.237,2156
57110,236|237.236,226|236,3044
57111,227|217.207,237|227.217.207,3401
57112,227|217.207,217|227,2130
57113,227|217.207,228|227.217,2135
57114,227|217.207,226|227.217,2172
57115,216|226.236,217|216.226.236,2111
57116,216|226.236,215|216.226.236,3295
57117,216|226.236,206|216.226,2108
57118,216|226.236,226|216.226,2154
57119,228|238.237,218|228.238,2139
57120,228|238.237,238|228,2114
57121,227|228.238,228|227.228.238,2135
57122,227|228.238,226|227,2172
57123,227|228.238,217|227,2130
57124,227|228.238,237|227.228,3401
57125,229|219.229,228|229.219.229,2138
57126,229|219.229,239|229.219.229,2137
57127,229|219.229,219|229.219,3039
57128,229|219.229,220|229.219,3485
57129,218|219.218,228|218.219.218,2113
57130,218|219.218,219|218,3552
57131,218|219.218,217|218.219,2133
57132,218|219.218,208|218.219,2140
57133,218|217.207,208|218.217.207,2140
